"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code","survey_flag"
"104096","2340760","","1","100.0","1107","Milk, human, mature, fluid (For Reference Only)","GM","0","NONE","100.0","0",""
"104097","2340761","","1","40.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","GM","0","NONE","40.0","0",""
"104099","2340761","","3","14.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","GM","0","NONE","14.0","0",""
"104100","2340761","","4","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","8.0","0",""
"104098","2340761","","2","38.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","38.0","0",""
"104101","2340762","","1","100.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","GM","0","NONE","100.0","0",""
"104102","2340763","","1","100.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104103","2340764","","1","100.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104104","2340765","","1","100.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","100.0","0",""
"104105","2340766","","1","100.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104106","2340767","","1","100.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","GM","0","NONE","100.0","0",""
"104107","2340768","","1","100.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104108","2340769","","1","100.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","GM","0","NONE","100.0","0",""
"104109","2340770","","1","100.0","1088","Milk, buttermilk, fluid, cultured, lowfat","GM","0","NONE","100.0","0",""
"104110","2340771","","1","100.0","1230","Milk, buttermilk, fluid, whole","GM","0","NONE","100.0","0",""
"104111","2340772","","1","50.0","1289","Kefir, lowfat, plain, LIFEWAY","GM","0","NONE","50.0","0",""
"104112","2340772","","2","50.0","1290","Kefir, lowfat, strawberry, LIFEWAY","GM","0","NONE","50.0","0",""
"104113","2340773","","1","100.0","1106","Milk, goat, fluid, with added vitamin D","GM","0","NONE","100.0","0",""
"104114","2340774","","1","23.0","1154","Milk, dry, nonfat, regular, with added vitamin A and vitamin D","GM","0","NONE","23.0","0",""
"104115","2340774","","2","1.0","14411","Beverages, water, tap, drinking","C","10205","1 cup","237.0","0",""
"104117","2340775","","2","1.0","14411","Beverages, water, tap, drinking","C","10205","1 cup","237.0","0",""
"104116","2340775","","1","42.662","1090","Milk, dry, whole, with added vitamin D","GM","0","NONE","42.662","0",""
"104119","2340776","","2","1.0","14411","Beverages, water, tap, drinking","C","10205","1 cup","237.0","0",""
"104118","2340776","","1","23.0","1154","Milk, dry, nonfat, regular, with added vitamin A and vitamin D","GM","0","NONE","23.0","0",""
"104120","2340776","","3","2.5","1003","Butter oil, anhydrous","GM","0","NONE","2.5","0",""
"104122","2340777","","2","1.0","14411","Beverages, water, tap, drinking","C","10205","1 cup","237.0","0",""
"104121","2340777","","1","23.0","1091","Milk, dry, nonfat, regular, without added vitamin A and vitamin D","GM","0","NONE","23.0","0",""
"104123","2340778","","1","100.0","1096","Milk, canned, evaporated, with added vitamin D and without added vitamin A","GM","0","NONE","100.0","0",""
"104124","2340779","","1","100.0","1096","Milk, canned, evaporated, with added vitamin D and without added vitamin A","GM","0","NONE","100.0","0",""
"104126","2340780","","2","1.8","1003","Butter oil, anhydrous","GM","0","NONE","1.8","0",""
"104125","2340780","","1","100.0","1097","Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104127","2340781","","1","100.0","1097","Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104128","2340782","","1","100.0","1095","Milk, canned, condensed, sweetened","GM","0","NONE","100.0","0",""
"104132","2340783","","4","6.0","14171","Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2","GM","0","NONE","6.0","0",""
"104129","2340783","","1","32.0","11350000","Almond milk, sweetened","GM","0","NONE","32.0","0",""
"104131","2340783","","3","30.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","30.0","0",""
"104130","2340783","","2","32.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","32.0","0",""
"104133","2340784","","1","96.0","16222","Soy milk, unsweetened, plain, shelf stable","GM","0","NONE","96.0","0",""
"104134","2340784","","2","4.0","19335","Sugars, granulated","GM","0","NONE","4.0","0",""
"104135","2340785","","1","100.0","16222","Soy milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0",""
"104136","2340786","","1","100.0","16222","Soy milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0",""
"104139","2340787","","3","0.3","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","0.3","0",""
"104137","2340787","","1","93.0","16222","Soy milk, unsweetened, plain, shelf stable","GM","0","NONE","93.0","0",""
"104138","2340787","","2","7.0","19335","Sugars, granulated","GM","0","NONE","7.0","0",""
"104141","2340788","","2","0.3","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","0.3","0",""
"104140","2340788","","1","100.0","16222","Soy milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0",""
"104143","2340789","","2","4.0","19335","Sugars, granulated","GM","0","NONE","4.0","0",""
"104142","2340789","","1","96.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","96.0","0",""
"104146","2340790","","3","0.3","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","0.3","0",""
"104144","2340790","","1","93.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","93.0","0",""
"104145","2340790","","2","7.0","19335","Sugars, granulated","GM","0","NONE","7.0","0",""
"104147","2340791","","1","100.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0",""
"104149","2340792","","2","0.3","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","0.3","0",""
"104148","2340792","","1","100.0","14091","Almond milk, unsweetened, plain, shelf stable","GM","0","NONE","100.0","0",""
"104150","2340793","","1","100.0","14639","Beverages, rice milk, unsweetened","GM","0","NONE","100.0","0",""
"104151","2340794","","1","100.0","14171","Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2","GM","0","NONE","100.0","0",""
"104153","2340795","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104152","2340795","","1","100.0","1117","Yogurt, plain, low fat","GM","0","NONE","100.0","0",""
"104154","2340796","","1","100.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","100.0","0",""
"104155","2340797","","1","100.0","1117","Yogurt, plain, low fat","GM","0","NONE","100.0","0",""
"104156","2340797","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104157","2340798","","1","100.0","1117","Yogurt, plain, low fat","GM","0","NONE","100.0","0",""
"104158","2340798","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104159","2340799","","1","100.0","1116","Yogurt, plain, whole milk","GM","0","NONE","100.0","0",""
"104160","2340799","","2","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104161","2340800","","1","100.0","1117","Yogurt, plain, low fat","GM","0","NONE","100.0","0",""
"104162","2340800","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104163","2340801","","1","100.0","1118","Yogurt, plain, skim milk","GM","0","NONE","100.0","0",""
"104164","2340801","","2","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104165","2340802","","1","100.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","100.0","0",""
"104166","2340803","","1","100.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","100.0","0",""
"104167","2340804","","1","100.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","100.0","0",""
"104168","2340805","","1","100.0","1256","Yogurt, Greek, plain, nonfat","GM","0","NONE","100.0","0",""
"104171","2340806","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104169","2340806","","1","88.0","1117","Yogurt, plain, low fat","GM","0","NONE","88.0","0",""
"104170","2340806","","2","12.0","19297","Jams and preserves","GM","0","NONE","12.0","0",""
"104173","2340807","","2","12.0","19297","Jams and preserves","GM","0","NONE","12.0","0",""
"104172","2340807","","1","88.0","1116","Yogurt, plain, whole milk","GM","0","NONE","88.0","0",""
"104174","2340807","","3","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104177","2340808","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104175","2340808","","1","88.0","1117","Yogurt, plain, low fat","GM","0","NONE","88.0","0",""
"104176","2340808","","2","12.0","19297","Jams and preserves","GM","0","NONE","12.0","0",""
"104179","2340809","","2","12.0","19297","Jams and preserves","GM","0","NONE","12.0","0",""
"104178","2340809","","1","88.0","1118","Yogurt, plain, skim milk","GM","0","NONE","88.0","0",""
"104180","2340809","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104181","2340810","","1","100.0","1284","Yogurt, Greek, strawberry, lowfat","GM","0","NONE","100.0","0",""
"104182","2340811","","1","100.0","1294","Yogurt, Greek, fruit, whole milk","GM","0","NONE","100.0","0",""
"104183","2340812","","1","100.0","1284","Yogurt, Greek, strawberry, lowfat","GM","0","NONE","100.0","0",""
"104184","2340813","","1","100.0","1285","Yogurt, Greek, strawberry, nonfat","GM","0","NONE","100.0","0",""
"104187","2340814","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104185","2340814","","1","97.0","1117","Yogurt, plain, low fat","GM","0","NONE","97.0","0",""
"104186","2340814","","2","3.0","19335","Sugars, granulated","GM","0","NONE","3.0","0",""
"104190","2340815","","3","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104188","2340815","","1","95.0","1116","Yogurt, plain, whole milk","GM","0","NONE","95.0","0",""
"104189","2340815","","2","5.0","19335","Sugars, granulated","GM","0","NONE","5.0","0",""
"104192","2340816","","2","3.0","19335","Sugars, granulated","GM","0","NONE","3.0","0",""
"104193","2340816","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104191","2340816","","1","97.0","1117","Yogurt, plain, low fat","GM","0","NONE","97.0","0",""
"104196","2340817","","3","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104194","2340817","","1","97.0","1118","Yogurt, plain, skim milk","GM","0","NONE","97.0","0",""
"104195","2340817","","2","3.0","19335","Sugars, granulated","GM","0","NONE","3.0","0",""
"104197","2340818","","1","100.0","1297","Yogurt, Greek, vanilla, lowfat","GM","0","NONE","100.0","0",""
"104199","2340819","","2","2.0","1003","Butter oil, anhydrous","GM","0","NONE","2.0","0",""
"104198","2340819","","1","98.0","1297","Yogurt, Greek, vanilla, lowfat","GM","0","NONE","98.0","0",""
"104200","2340820","","1","100.0","1297","Yogurt, Greek, vanilla, lowfat","GM","0","NONE","100.0","0",""
"104201","2340821","","1","100.0","1286","Yogurt, Greek, vanilla, nonfat","GM","0","NONE","100.0","0",""
"104203","2340822","","2","20.0","57227000","Cereal, granola","GM","0","NONE","20.0","0",""
"104202","2340822","","1","80.0","1297","Yogurt, Greek, vanilla, lowfat","GM","0","NONE","80.0","0",""
"104206","2340823","","3","10.0","19297","Jams and preserves","GM","0","NONE","10.0","0",""
"104204","2340823","","1","70.0","1117","Yogurt, plain, low fat","GM","0","NONE","70.0","0",""
"104205","2340823","","2","20.0","14411","Beverages, water, tap, drinking","GM","0","NONE","20.0","0",""
"104207","2340823","","4","0.012","999328","Vitamin D as ingredient","GM","0","NONE","0.012","0",""
"104211","2340824","","4","2.0","11819","Peppers, hot chili, red, raw","GM","0","NONE","2.0","0",""
"104209","2340824","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0",""
"104210","2340824","","3","1.3","2047","Salt, table, iodized","GM","0","NONE","1.3","0",""
"104208","2340824","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0",""
"104213","2340825","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0",""
"104212","2340825","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0",""
"104216","2340825","","5","20.0","11100000","Milk, NFS","GM","0","NONE","20.0","0",""
"104214","2340825","","3","1.3","2047","Salt, table, iodized","GM","0","NONE","1.3","0",""
"104215","2340825","","4","10.0","99997510","Onions, cooked, as ingredient","GM","0","NONE","10.0","0",""
"104221","2340826","","5","1.0","2029","Spices, parsley, dried","GM","0","NONE","1.0","0",""
"104219","2340826","","3","1.3","2047","Salt, table, iodized","GM","0","NONE","1.3","0",""
"104218","2340826","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0",""
"104217","2340826","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0",""
"104220","2340826","","4","1.0","1094","Milk, buttermilk, dried","GM","0","NONE","1.0","0",""
"104223","2340827","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0",""
"104222","2340827","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0",""
"104226","2340827","","5","20.0","11100000","Milk, NFS","GM","0","NONE","20.0","0",""
"104225","2340827","","4","10.0","11464","Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt","GM","0","NONE","10.0","0",""
"104224","2340827","","3","1.3","2047","Salt, table, iodized","GM","0","NONE","1.3","0",""
"104231","2340828","","5","6.0","2047","Salt, table, iodized","GM","0","NONE","6.0","0",""
"104227","2340828","","1","455.0","1293","Yogurt, Greek, plain, whole milk","GM","0","NONE","455.0","0",""
"104232","2340828","","6","6.0","11215","Garlic, raw","GM","0","NONE","6.0","0",""
"104230","2340828","","4","15.0","9152","Lemon juice, raw","GM","0","NONE","15.0","0",""
"104229","2340828","","3","28.0","82104000","Olive oil","GM","0","NONE","28.0","0",""
"104228","2340828","","2","300.0","11205","Cucumber, with peel, raw","GM","0","NONE","300.0","0",""
"104237","2340829","","5","1.0","2029","Spices, parsley, dried","GM","0","NONE","1.0","0",""
"104236","2340829","","4","1.0","99997510","Onions, cooked, as ingredient","GM","0","NONE","1.0","0",""
"104233","2340829","","1","20.0","4025","Salad dressing, mayonnaise, regular","GM","0","NONE","20.0","0",""
"104234","2340829","","2","80.0","1287","Yogurt, Greek, plain, lowfat","GM","0","NONE","80.0","0",""
"104235","2340829","","3","1.3","2047","Salt, table, iodized","GM","0","NONE","1.3","0",""
"104239","2340830","","2","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104238","2340830","","1","100.0","21463","Yogurt parfait, lowfat, with fruit and granola","GM","0","NONE","100.0","0",""
"104240","2340831","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0",""
"104241","2340832","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0",""
"104242","2340833","","1","100.0","42186","Frozen yogurts, chocolate","GM","0","NONE","100.0","0",""
"104243","2340834","","1","100.0","19293","Frozen yogurts, vanilla, soft-serve","GM","0","NONE","100.0","0",""
"104245","2340835","","2","2.0","19165","Cocoa, dry powder, unsweetened","GM","0","NONE","2.0","0",""
"104244","2340835","","1","98.0","19293","Frozen yogurts, vanilla, soft-serve","GM","0","NONE","98.0","0",""
"104247","2340836","","2","25.0","18157","Cookies, chocolate wafers","GM","0","NONE","25.0","0",""
"104246","2340836","","1","75.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","75.0","0",""
"104248","2340837","","1","100.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","100.0","0",""
"104249","2340838","","1","100.0","42186","Frozen yogurts, chocolate","GM","0","NONE","100.0","0",""
"104250","2340839","","1","120.0","42186","Frozen yogurts, chocolate","GM","0","NONE","120.0","0",""
"104251","2340839","","2","5.0","18271","Ice cream cones, cake or wafer-type","GM","0","NONE","5.0","0",""
"104253","2340840","","2","5.0","18271","Ice cream cones, cake or wafer-type","GM","0","NONE","5.0","0",""
"104252","2340840","","1","120.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","120.0","0",""
"104254","2340841","","1","240.0","42187","Frozen yogurts, flavors other than chocolate","GM","0","NONE","240.0","0",""
"104255","2340841","","2","15.0","18272","Ice cream cones, sugar, rolled-type","GM","0","NONE","15.0","0",""
"104256","2340842","","1","240.0","42186","Frozen yogurts, chocolate","GM","0","NONE","240.0","0",""
"104257","2340842","","2","15.0","18272","Ice cream cones, sugar, rolled-type","GM","0","NONE","15.0","0",""
"104258","2340843","","1","33.0","20000300","Baby Toddler meat, NFS","GM","0","NONE","33.0","0",""
"104260","2340843","","3","33.0","67100000","Baby Toddler fruit, NFS","GM","0","NONE","33.0","0",""
"104259","2340843","","2","33.0","76000000","Baby Toddler vegetable, NFS","GM","0","NONE","33.0","0",""
"104261","2340844","","1","100.0","1116","Yogurt, plain, whole milk","GM","0","NONE","100.0","0",""
"104262","2340844","","2","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104265","2340845","","3","0.011","999328","Vitamin D as ingredient","GM","0","NONE","0.011","0",""
"104264","2340845","","2","10.0","19297","Jams and preserves","GM","0","NONE","10.0","0",""
"104263","2340845","","1","90.0","1116","Yogurt, plain, whole milk","GM","0","NONE","90.0","0",""
"104266","2340846","","1","100.0","1292","Milk, chocolate, fat free, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104267","2340847","","1","100.0","1102","Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104268","2340848","","1","100.0","1103","Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104269","2340849","","1","100.0","1292","Milk, chocolate, fat free, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104270","2340850","","1","100.0","1104","Milk, chocolate, lowfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104271","2340851","","1","100.0","1305","Milk, chocolate, lowfat, reduced sugar","GM","0","NONE","100.0","0",""
"104272","2340852","","1","100.0","1104","Milk, chocolate, lowfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104273","2340853","","1","100.0","1104","Milk, chocolate, lowfat, with added vitamin A and vitamin D","GM","0","NONE","100.0","0",""
"104274","2340854","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","FO","10205","1 cup","244.0","2154",""
"104275","2340854","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0",""
"104277","2340855","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0",""
"104276","2340855","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","FO","10205","1 cup","244.0","2154",""
"104279","2340856","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0",""
"104278","2340856","","1","122.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","122.0","0",""
"104280","2340856","","3","122.0","11350000","Almond milk, sweetened","GM","0","NONE","122.0","0",""
"104283","2340857","","3","2.0","1053","Cream, fluid, heavy whipping","TB","10287","1 cup whipped","14.938","0",""
"104281","2340857","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","FO","10205","1 cup","244.0","2154",""
"104282","2340857","","2","56.0","19924","Syrup, NESTLE, chocolate","GM","0","NONE","56.0","0",""
"104285","2340858","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104284","2340858","","1","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0",""
"104286","2340859","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104287","2340859","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104288","2340860","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","244.0","0",""
"104289","2340860","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104290","2340861","","1","122.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","122.0","0",""
"104292","2340861","","3","122.0","11350000","Almond milk, sweetened","GM","0","NONE","122.0","0",""
"104291","2340861","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104294","2340862","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104293","2340862","","1","8.0","11100000","Milk, NFS","","30000","1 fl oz","244.0","0",""
"104295","2340863","","1","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0",""
"104296","2340863","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104298","2340864","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104297","2340864","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104299","2340865","","1","8.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104300","2340865","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104302","2340866","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104301","2340866","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","244.0","0",""
"104303","2340867","","1","122.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","122.0","0",""
"104304","2340867","","2","16.0","14557","Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients","GM","0","NONE","16.0","0",""
"104305","2340867","","3","122.0","11350000","Almond milk, sweetened","GM","0","NONE","122.0","0",""
"104306","2340868","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104307","2340868","","2","11.0","14063","Beverages, chocolate powder, no sugar added","GM","0","NONE","11.0","0",""
"104309","2340869","","2","11.0","14063","Beverages, chocolate powder, no sugar added","GM","0","NONE","11.0","0",""
"104308","2340869","","1","122.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","122.0","0",""
"104310","2340869","","3","122.0","11350000","Almond milk, sweetened","GM","0","NONE","122.0","0",""
"104312","2340870","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104311","2340870","","1","8.0","11100000","Milk, NFS","","30000","1 fl oz","244.0","0",""
"104314","2340871","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104313","2340871","","1","1.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","C","10205","1 cup","244.0","0",""
"104316","2340872","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104315","2340872","","1","1.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","10205","1 cup","244.0","0",""
"104318","2340873","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104317","2340873","","1","1.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","C","10205","1 cup","244.0","0",""
"104320","2340874","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104319","2340874","","1","1.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","C","10205","1 cup","244.0","0",""
"104323","2340875","","3","122.0","11350000","Almond milk, sweetened","GM","0","NONE","122.0","0",""
"104322","2340875","","2","37.5","19924","Syrup, NESTLE, chocolate","GM","0","NONE","37.5","0",""
"104321","2340875","","1","122.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","122.0","0",""
"104324","2340876","","1","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0",""
"104325","2340876","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0",""
"104326","2340877","","1","8.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104327","2340877","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0",""
"104329","2340878","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0",""
"104328","2340878","","1","8.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","244.0","0",""
"104331","2340879","","2","35.0","19345","Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","GM","0","NONE","35.0","0",""
"104330","2340879","","1","8.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","244.0","0",""
"104332","2340880","","1","8.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","244.0","0",""
"104333","2340880","","2","35.0","19916","Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup","GM","0","NONE","35.0","0",""
"104334","2340881","","1","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104335","2340881","","2","6.0","14411","Beverages, water, tap, drinking","","30000","1 fl oz","177.6","0",""
"104337","2340882","","2","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104336","2340882","","1","6.0","1077","Milk, whole, 3.25% milkfat, with added vitamin D","","30000","1 fl oz","183.0","2154",""
"104338","2340883","","1","6.0","1079","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","183.0","2154",""
"104339","2340883","","2","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104340","2340884","","1","6.0","1082","Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D","","30000","1 fl oz","183.0","2154",""
"104341","2340884","","2","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104343","2340885","","2","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104342","2340885","","1","6.0","1085","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","","30000","1 fl oz","183.0","2154",""
"104345","2340886","","2","28.0","14192","Beverages, Cocoa mix, powder","GM","0","NONE","28.0","0",""
"104346","2340886","","3","92.0","11350000","Almond milk, sweetened","GM","0","NONE","92.0","0",""
"104344","2340886","","1","92.0","16139","Soymilk, original and vanilla, with added calcium, vitamins A and D","GM","0","NONE","92.0","0",""
"104348","2340887","","2","16.0","14196","Beverages, Cocoa mix, no sugar added, powder","GM","0","NONE","16.0","0",""
